lambda_,t,N
1.145027e-01,1.831105e+00,8.303813e-01
1.202572e+00,6.093231e-01,4.326501e-01
9.671946e-01,1.513790e+00,2.433953e-01
1.776909e+00,2.721650e+00,-5.542228e-03
1.484610e+00,1.114779e+00,1.639618e-01
1.134779e+00,2.391710e+00,1.083788e-01
1.324110e+00,8.529705e-01,3.390552e-01
3.694757e-01,1.034545e+00,6.465812e-01
1.575575e-01,1.964558e-01,1.035970e+00
1.790998e+00,6.970150e-01,2.421101e-01
7.021348e-01,1.754527e+00,2.977855e-01
1.344785e+00,1.307884e+00,1.510215e-01
1.800409e+00,2.103838e+00,2.823026e-02
1.911405e+00,3.920534e-01,4.590357e-01
1.968198e+00,9.054578e-01,1.582288e-01
2.790868e-01,3.509276e-01,8.984222e-01
1.690950e+00,1.957485e+00,5.933821e-02
8.520291e-01,1.788249e+00,1.874748e-01
8.079350e-01,1.320797e+00,3.015842e-01
1.073937e+00,2.214267e+00,1.009590e-01
2.236509e-01,2.971555e+00,5.196382e-01
9.732635e-01,3.703613e-01,6.623756e-01
1.898627e+00,9.331225e-01,1.142190e-01
1.276937e+00,2.826728e+00,6.643265e-03
5.467769e-01,1.618947e+00,4.109053e-01
1.352987e+00,2.560286e+00,5.876839e-02
1.640973e+00,1.239359e+00,1.240105e-01
7.359456e-01,4.155248e-01,7.137859e-01
1.028088e+00,2.097501e+00,1.241373e-01
1.882900e+00,1.121494e+00,1.793544e-01
1.582405e+00,5.402593e-01,4.607843e-01
5.725415e-01,2.000084e+00,2.528450e-01
1.558791e+00,1.619458e+00,5.450536e-02
1.531218e-01,1.984410e+00,7.166411e-01
6.792283e-01,2.477099e+00,1.539790e-01
1.721333e-01,2.290421e+00,6.839632e-01
1.244178e+00,8.597914e-01,3.596174e-01
1.330200e+00,9.052780e-01,3.301090e-01
1.910300e+00,1.981434e+00,3.929717e-02
4.176241e-01,2.733721e+00,2.730161e-01
1.273050e+00,1.070928e+00,2.819696e-01
1.041189e+00,1.243349e+00,2.484519e-01
2.760802e-01,1.177548e+00,7.019107e-01
1.359765e+00,2.266935e+00,4.590262e-02
3.701390e-01,2.510560e+00,3.716093e-01
1.699345e+00,2.112016e+00,4.106082e-02
1.394703e+00,1.155027e+00,2.170924e-01
1.668111e+00,2.025070e+00,3.713692e-02
1.228991e+00,1.507217e+00,1.702402e-01
7.331776e-01,1.881170e+00,2.030349e-01
2.266533e-01,1.614050e-01,9.868100e-01
1.045466e+00,2.011382e+00,1.345395e-01
2.122192e-01,2.134355e+00,6.740347e-01
1.713950e+00,5.409250e-01,4.052541e-01
5.941785e-01,2.415026e+00,3.073974e-01
1.637724e+00,2.653659e+00,9.283796e-03
5.815197e-01,1.152954e+00,5.480432e-01
4.953739e-01,5.423596e-01,7.814788e-01
9.512172e-01,5.876991e-01,5.556182e-01
1.844431e+00,1.761506e+00,2.821034e-02
9.993182e-01,1.827667e+00,1.242123e-01
1.040274e-01,7.612818e-01,9.660682e-01
9.583382e-01,1.016589e+00,3.633891e-01
3.371529e-01,6.433965e-01,8.084066e-01
6.206760e-01,1.237993e+00,4.782597e-01
1.120857e+00,2.991584e+00,8.440426e-02
7.411450e-01,1.663376e+00,3.199180e-01
2.827639e-01,1.422371e+00,6.687609e-01
1.606815e+00,1.537918e+00,5.807057e-02
1.509530e-01,6.147651e-01,8.884418e-01
7.656149e-01,1.299666e+00,3.776541e-01
4.702155e-01,4.104851e-02,1.003470e+00
5.922833e-01,2.760579e+00,1.376712e-01
2.889867e-01,4.413350e-01,8.778775e-01
1.852966e+00,2.598836e+00,-5.308956e-03
7.793527e-01,4.835221e-01,7.073922e-01
7.342490e-01,1.228212e+00,4.134572e-01
7.808203e-01,3.280608e-01,7.899850e-01
4.105401e-01,2.662957e+00,3.821984e-01
1.301289e+00,1.113270e+00,2.354808e-01
4.122494e-01,2.292532e+00,4.138644e-01
1.509723e+00,1.354398e+00,1.572250e-01
9.816021e-01,1.691404e+00,1.833707e-01
2.228583e-01,9.497214e-01,8.100899e-01
1.646672e-01,2.251071e+00,7.064140e-01
1.546065e+00,8.667460e-02,8.917457e-01
1.024426e+00,9.620425e-01,3.622145e-01
1.044549e+00,1.413657e+00,2.180581e-01
4.206260e-01,3.756082e-01,8.522048e-01
7.480077e-01,6.079844e-01,6.275727e-01
1.088177e+00,2.273348e+00,1.133371e-01
5.604262e-01,2.131469e-01,8.934755e-01
6.667585e-01,2.603865e+00,1.239665e-01
5.524025e-01,8.032605e-01,6.276090e-01
1.710865e+00,2.645306e-01,6.498748e-01
1.492237e+00,1.826451e+00,5.520931e-02
1.806879e+00,2.569176e+00,3.539108e-02
1.253652e+00,1.350739e+00,1.700065e-01
1.447699e+00,2.273274e+00,5.676604e-02
7.785001e-01,1.102529e+00,3.904178e-01
7.078344e-01,2.802979e+00,1.331036e-01
1.642760e+00,2.422495e+00,1.895883e-02
7.411911e-01,1.863390e+00,2.506001e-01
3.851228e-01,4.048922e-01,8.167266e-01
1.302728e+00,2.553749e+00,2.324864e-02
1.081532e-01,1.778544e-01,9.815317e-01
1.326431e+00,1.134675e+00,2.240796e-01
2.265437e-01,2.398801e+00,5.254522e-01
1.574848e+00,1.666259e+00,4.595871e-02
5.379613e-01,2.068780e-01,8.865032e-01
4.829200e-01,2.016354e+00,3.471468e-01
1.389789e-01,2.202111e+00,7.524873e-01
4.541073e-01,8.832978e-01,7.151841e-01
1.637208e+00,4.624389e-01,4.814751e-01
1.887632e+00,1.717162e+00,2.738970e-02
1.618125e-01,2.084442e+00,7.438421e-01
2.597116e-01,1.123980e+00,7.504648e-01
1.211881e+00,2.245945e+00,7.155840e-02
6.659242e-01,1.748799e+00,3.177422e-01
1.948579e+00,4.805628e-01,3.389769e-01
2.947998e-01,9.098552e-01,7.688218e-01
4.160084e-01,1.686569e+00,4.771347e-01
1.021039e+00,1.932259e+00,1.360125e-01
1.890467e+00,1.269504e-01,7.481818e-01
1.431234e+00,1.026085e+00,2.156968e-01
9.354932e-01,6.468379e-01,5.398433e-01
6.463340e-01,1.406831e+00,3.677698e-01
5.015587e-01,4.797069e-01,7.869497e-01
2.067417e-01,3.284360e-01,9.472444e-01
6.664196e-01,2.934047e+00,1.223537e-01
1.616726e+00,2.206237e-01,6.921592e-01
1.005410e+00,2.913892e+00,4.118829e-02
6.611393e-01,2.448183e+00,2.091649e-01
1.666966e+00,4.375944e-02,9.263203e-01
5.659301e-01,8.796455e-01,6.073600e-01
1.085739e+00,2.623515e+00,2.223093e-02
1.347317e+00,1.020086e+00,3.066250e-01
4.133230e-01,1.174858e+00,5.756004e-01
1.328975e+00,6.035017e-01,4.676707e-01
1.876676e+00,1.998661e+00,1.240105e-02
8.968171e-01,1.643821e+00,2.495096e-01
1.237694e+00,6.395643e-01,4.754068e-01
1.207425e+00,2.716639e+00,4.827551e-02
1.004251e+00,1.264539e+00,2.738688e-01
5.688610e-01,2.651724e+00,2.443879e-01
1.253114e+00,1.581502e+00,1.247296e-01
1.041985e+00,2.769138e+00,6.999200e-02
1.842964e+00,1.944501e+00,4.194461e-02
1.312266e+00,1.026520e+00,2.127487e-01
3.455913e-01,2.437301e+00,4.837549e-01
1.411212e+00,5.254716e-01,4.915047e-01
3.968298e-01,1.844585e+00,4.815337e-01
1.640693e-01,7.661373e-01,8.896670e-01
1.568320e+00,9.210163e-01,2.376121e-01
1.435004e+00,2.479675e+00,1.885727e-02
3.683759e-01,2.239099e+00,4.541024e-01
7.045163e-01,2.582709e+00,1.770920e-01
1.449122e+00,1.305124e+00,1.847410e-01
1.187431e+00,2.317815e+00,3.301078e-02
1.106234e+00,2.840916e+00,3.982253e-02
3.083062e-01,9.488692e-01,7.820628e-01
1.609444e+00,4.092541e-02,9.386848e-01
1.678025e+00,6.097861e-01,3.297625e-01
1.009672e+00,1.550907e+00,1.927939e-01
1.920184e+00,2.544395e+00,6.488683e-02
1.566719e+00,2.325448e+00,7.839082e-02
1.538483e+00,1.984933e+00,3.764150e-02
1.567731e+00,7.745160e-01,2.460060e-01
1.072441e+00,5.134553e-01,6.395064e-01
1.425060e+00,5.318941e-02,9.160509e-01
2.958353e-01,1.904033e+00,5.824308e-01
1.935613e-01,1.755063e+00,7.274604e-01
5.137106e-01,2.624164e-01,8.890921e-01
1.133049e+00,1.653661e+00,1.756702e-01
1.791427e+00,6.517478e-01,3.000398e-01
6.133048e-01,2.589887e+00,2.150004e-01
6.017173e-01,1.245329e+00,4.558733e-01
1.330649e+00,2.738208e+00,8.042021e-02
1.204776e+00,4.076416e-01,5.871755e-01
1.817011e+00,3.617441e-01,4.956628e-01
1.289087e+00,2.631722e+00,8.008157e-02
1.973390e+00,1.351066e+00,7.715855e-02
1.440181e+00,1.012207e+00,2.206954e-01
3.342035e-01,1.497812e+00,6.169169e-01
2.207557e-01,2.815666e+00,5.507887e-01
2.314369e-01,1.218243e+00,7.313176e-01
5.434685e-01,1.078040e+00,5.609999e-01
1.375866e+00,2.681901e+00,-2.964640e-02
1.264221e+00,2.115979e+00,5.534502e-02
1.015232e+00,8.297710e-01,4.060178e-01
4.255390e-01,1.818197e+00,3.991910e-01
1.773341e+00,1.660748e+00,8.387310e-02
6.274750e-01,2.992568e+00,1.621393e-01
1.113840e+00,9.873760e-01,3.007253e-01
9.780061e-01,1.578323e+00,2.403537e-01
1.762783e+00,2.595997e+00,3.397250e-02
4.196356e-01,2.640975e+00,3.110124e-01
1.733045e+00,1.831773e+00,7.091945e-02
1.854308e+00,1.534339e+00,1.387026e-01
3.666733e-01,1.472734e+00,6.144163e-01
1.156172e+00,6.506383e-01,4.714849e-01
1.158250e+00,6.927372e-01,4.833877e-01
1.915669e-01,2.973207e+00,5.865685e-01
2.535478e-01,1.297547e+00,6.927456e-01
6.374650e-01,9.988343e-02,9.566885e-01
1.468962e+00,1.169569e+00,2.279791e-01
1.203378e+00,1.942160e-01,7.909673e-01
1.852211e+00,2.746431e+00,1.952509e-02
1.933581e+00,2.984473e+00,-9.095139e-03
7.443421e-01,3.647130e-01,7.737320e-01
1.925029e+00,2.631794e+00,3.712617e-02
1.604856e-01,2.922286e+00,6.063930e-01
1.861501e+00,2.605288e+00,5.378517e-02
1.186787e+00,1.815214e+00,1.480052e-01
6.424791e-01,1.951042e+00,2.972934e-01
1.843259e+00,1.470091e+00,8.120101e-02
1.277247e+00,1.980507e+00,7.038776e-02
1.471519e+00,1.911382e+00,4.002451e-02
1.648684e-01,1.268955e+00,8.006512e-01
1.640770e+00,2.347506e-01,6.653102e-01
1.340493e+00,5.818802e-01,4.225942e-01
3.533684e-01,6.334477e-01,7.512487e-01
1.178218e+00,2.828046e+00,9.159004e-02
5.876992e-01,5.400823e-01,7.289990e-01
7.121162e-01,9.008534e-01,5.471778e-01
1.767384e+00,2.759425e+00,-2.086951e-02
1.256117e+00,1.756307e+00,1.217926e-01
2.708616e-01,1.142608e+00,7.299036e-01
1.118785e+00,1.700131e-01,8.295836e-01
7.112936e-01,5.930944e-01,6.877357e-01
6.019127e-01,8.085006e-02,9.499334e-01
3.068070e-01,1.138694e+00,7.018259e-01
1.036081e+00,2.793680e+00,9.091214e-02
3.911783e-01,5.397293e-01,8.020629e-01
1.302913e+00,2.460965e+00,-7.224669e-03
2.332563e-01,1.260147e+00,7.701170e-01
3.795226e-01,1.671826e+00,5.109028e-01
1.190271e+00,4.958237e-01,5.674919e-01
1.223679e+00,9.768979e-01,3.124573e-01
1.124286e+00,2.586705e+00,4.359521e-02
1.278932e+00,1.754730e+00,1.147213e-01
1.237786e-01,2.430580e+00,7.445045e-01
5.454128e-01,2.539694e+00,2.650873e-01
4.861524e-01,1.306840e+00,5.436193e-01
4.473798e-01,7.483995e-01,7.370587e-01
1.962642e+00,8.173052e-01,1.904167e-01
3.562960e-01,2.201017e+00,4.467102e-01
1.877672e+00,9.283438e-01,2.131716e-01
1.339868e+00,2.343921e+00,8.165967e-02
6.324670e-01,1.565680e+00,3.843180e-01
1.277567e+00,9.137908e-01,3.397657e-01
1.003377e+00,1.261960e-01,9.099791e-01
1.502133e+00,2.339586e+00,4.114656e-02
5.926324e-01,5.269821e-01,7.536401e-01
9.836381e-01,4.486531e-02,9.219530e-01
4.873710e-01,1.718935e+00,3.995628e-01
1.520953e+00,1.975443e-01,7.316493e-01
4.134702e-01,1.718152e+00,4.835943e-01
9.949945e-01,2.688752e+00,4.547483e-02
1.498879e+00,2.336773e-01,6.971161e-01
2.452582e-01,1.931825e+00,6.148003e-01
1.032142e-01,2.760271e+00,7.744182e-01
4.220355e-01,6.554414e-01,7.674702e-01
1.455857e+00,2.921634e+00,-2.574534e-02
2.717857e-01,1.843535e+00,6.483214e-01
1.037346e+00,2.279079e+00,1.450425e-01
4.223231e-01,4.052454e-01,8.627674e-01
1.099257e+00,2.066423e+00,6.582667e-02
1.584341e+00,2.778491e+00,6.197730e-02
1.068216e+00,1.141906e-01,9.200229e-01
1.722275e-01,7.918052e-01,8.628441e-01
1.965808e+00,1.682050e+00,9.683434e-03
1.326518e+00,5.901312e-01,4.995326e-01
1.240589e+00,2.019921e+00,7.530597e-02
1.793337e+00,2.823552e+00,1.879735e-02
6.227413e-01,1.637938e+00,3.723709e-01
1.739832e+00,2.235325e+00,3.731281e-02
4.923372e-01,5.113673e-01,8.008580e-01
9.568351e-01,1.610022e+00,2.149560e-01
3.289189e-01,1.249381e+00,6.642475e-01
7.302389e-01,5.734138e-01,6.609186e-01
1.541492e+00,8.656771e-01,2.902033e-01
3.491999e-01,2.827920e+00,3.733388e-01
6.471132e-01,1.887889e+00,2.861413e-01
1.645638e-01,2.810947e+00,6.559774e-01
1.674722e+00,5.266447e-01,3.917320e-01
6.959957e-01,1.495857e+00,3.483791e-01
4.010503e-01,7.387527e-01,7.185787e-01
1.884079e+00,2.089874e+00,1.714940e-02
1.597940e+00,2.459987e+00,6.150350e-02
1.208292e+00,2.176609e-01,7.457138e-01
5.370396e-01,2.646950e+00,2.858098e-01
1.825012e+00,2.499078e+00,2.718440e-02
1.547075e-01,2.580765e+00,6.754709e-01
1.907116e+00,1.682369e+00,6.871123e-02
3.897416e-01,1.065015e+00,6.926303e-01
1.197321e+00,3.019984e-01,6.702092e-01
8.099262e-01,1.203249e+00,3.583596e-01
1.048246e+00,2.793114e+00,5.163684e-02
1.246816e+00,4.360688e-01,5.691125e-01
5.669126e-01,1.557093e+00,4.177344e-01
7.775236e-01,9.061819e-01,5.089779e-01
3.314026e-01,5.494221e-01,8.078690e-01
1.551788e+00,1.961100e+00,5.728130e-02
3.412782e-01,1.653254e+00,5.426134e-01
1.374124e+00,2.009306e+00,9.085994e-02
1.113071e+00,7.093999e-01,4.735377e-01
9.023101e-01,2.433600e+00,1.553160e-01
1.741306e-01,2.177088e+00,6.836557e-01
9.582477e-01,2.023061e+00,1.371493e-01
2.117770e-01,1.766024e+00,7.018623e-01
6.434034e-01,3.280769e-01,7.987375e-01
1.464804e+00,2.579490e+00,-3.525848e-02
3.438991e-01,2.985048e+00,3.201412e-01
1.301777e+00,2.536606e+00,5.153982e-03
1.632610e+00,2.280963e+00,4.233986e-03
7.706618e-01,1.557743e+00,2.850161e-01
1.519128e+00,2.070555e+00,1.525640e-02
1.489652e+00,8.024683e-01,2.500257e-01
1.986438e+00,2.825785e+00,2.918783e-02
1.948294e+00,2.559400e-01,6.647458e-01
2.367435e-01,2.818497e+00,5.421597e-01
4.125332e-01,7.382915e-01,6.977026e-01
1.286645e+00,2.757125e+00,6.426799e-02
1.167531e+00,1.235809e+00,2.751791e-01
7.889440e-01,2.960145e+00,5.346156e-02
4.252337e-01,8.485458e-01,6.704846e-01
1.224143e+00,2.439184e+00,7.985066e-02
9.874068e-01,2.698937e-01,7.647574e-01
8.531801e-01,1.184033e+00,3.893631e-01
2.738018e-01,2.500695e+00,5.021841e-01
9.547365e-01,1.479442e+00,2.650016e-01
1.228862e+00,8.058803e-01,3.289706e-01
1.364899e+00,5.578861e-01,4.287737e-01
1.445956e+00,2.916559e-01,6.394549e-01
1.166902e+00,2.554164e+00,-4.071760e-03
5.275028e-01,2.459564e+00,3.063984e-01
7.806210e-01,2.156944e+00,1.904398e-01
1.453872e+00,8.277750e-01,2.736217e-01
6.868672e-01,1.427047e+00,4.297210e-01
1.929448e+00,2.461951e+00,2.151787e-02
1.450141e+00,2.168670e-01,6.673986e-01
1.690604e+00,1.353243e+00,1.121173e-01
8.744341e-01,2.951265e+00,5.008569e-02
1.949193e+00,2.641079e+00,-1.758752e-02
1.250469e+00,1.197920e+00,2.183230e-01
5.752505e-01,2.615015e+00,1.927326e-01
1.797062e+00,1.352899e+00,6.787934e-02
1.275223e+00,2.754016e+00,7.881313e-02
1.884080e+00,4.471287e-01,3.983871e-01
8.647539e-01,1.664757e+00,2.441182e-01
1.367142e+00,4.475395e-01,5.530309e-01
8.709768e-01,1.751728e+00,2.124761e-01
1.821047e+00,3.159515e-01,6.166292e-01
1.720587e+00,2.441385e+00,3.589050e-02
7.773945e-01,2.262678e+00,2.020527e-01
1.777539e+00,3.308039e-01,5.443625e-01
5.205811e-01,1.420990e+00,4.788181e-01
3.520991e-01,1.767201e+00,5.441506e-01
1.584781e+00,1.443517e+00,7.913031e-02
6.212911e-01,1.927001e+00,2.916963e-01
7.917169e-01,8.246544e-01,5.263822e-01
4.592271e-01,2.063051e+00,3.547312e-01
8.306329e-01,5.322669e-01,6.868670e-01
8.203146e-01,4.221949e-01,6.676504e-01
1.004981e+00,2.550111e+00,1.317850e-01
1.000952e+00,1.450215e+00,2.591640e-01
1.044975e+00,1.361268e+00,2.125553e-01
1.468182e+00,1.837457e+00,6.621131e-02
7.274218e-01,4.812613e-01,7.039150e-01
2.878690e-01,2.531606e+00,5.099424e-01
1.201280e+00,2.479707e+00,4.746602e-02
7.723008e-01,1.991464e+00,1.854890e-01
1.674792e+00,2.387612e-01,6.299944e-01
1.093434e+00,1.248157e+00,2.987507e-01
1.428282e+00,1.530292e+00,1.229424e-01
5.662779e-01,2.225789e+00,3.060068e-01
5.119924e-01,2.664858e+00,3.212486e-01
1.046789e+00,1.217087e+00,2.799146e-01
1.566529e+00,1.315402e+00,6.981762e-02
1.674394e+00,7.857981e-01,2.186483e-01
6.442732e-01,8.794425e-02,9.688425e-01
3.854921e-01,1.100318e+00,6.469692e-01
1.594936e+00,4.984676e-01,4.813484e-01
1.315982e+00,1.581640e+00,4.765477e-02
2.886304e-01,3.405404e-02,9.940954e-01
4.428925e-01,2.223827e+00,3.438986e-01
7.658867e-01,2.918345e+00,1.174845e-01
1.358470e+00,4.806408e-01,5.701208e-01
6.117317e-01,2.442975e+00,2.558810e-01
1.979290e+00,1.348790e+00,1.844673e-02
4.050033e-01,1.962070e+00,4.597134e-01
1.542927e+00,9.939394e-01,2.307387e-01
1.335873e+00,2.320983e+00,4.676117e-02
4.293077e-01,2.880258e+00,2.692061e-01
1.268530e+00,1.147434e+00,2.150410e-01
5.522764e-01,5.867152e-01,7.055765e-01
1.789639e-01,2.954333e+00,5.717062e-01
6.426000e-01,2.146881e+00,2.618993e-01
1.761786e+00,7.147824e-02,9.233394e-01
1.840657e+00,7.440204e-01,2.633294e-01
8.492771e-01,2.029267e+00,1.904947e-01
6.882347e-01,1.942886e+00,3.062241e-01
5.415498e-01,2.668789e-01,8.607876e-01
1.627067e+00,1.204692e+00,1.010837e-01
6.252577e-01,1.930410e+00,3.332448e-01
1.129055e+00,1.850994e+00,1.273071e-01
8.898562e-01,2.293523e+00,1.273637e-01
6.604274e-01,2.583486e+00,1.731856e-01
2.243839e-01,2.732859e+00,5.694809e-01
1.391552e+00,1.981814e-01,7.055599e-01
1.019588e+00,1.236500e+00,2.880637e-01
1.081114e+00,2.044556e+00,1.272529e-01
7.234735e-01,1.430069e+00,4.047898e-01
1.915099e+00,4.220169e-01,4.278307e-01
1.367022e+00,9.031025e-01,2.961931e-01
2.742397e-01,1.254056e+00,7.259852e-01
4.125250e-01,2.677529e+00,3.255087e-01
9.105308e-01,2.390582e-01,8.248210e-01
1.218013e+00,1.582098e+00,1.450133e-01
8.695798e-01,2.254928e+00,1.199441e-01
1.550701e+00,2.271495e+00,5.373181e-02
7.025670e-01,1.062866e+00,4.631977e-01
1.661865e+00,2.489898e-01,6.972938e-01
1.177181e+00,2.169017e+00,1.056800e-01
1.638696e+00,1.118855e+00,1.778172e-01
6.027355e-01,2.992542e+00,1.919514e-01
1.548756e+00,2.044580e+00,4.050556e-02
4.045698e-01,1.926552e+00,4.544919e-01
5.551012e-01,1.866262e+00,3.803933e-01
7.186311e-01,5.190355e-01,6.741797e-01
1.013558e+00,9.411744e-01,4.181386e-01
1.044028e+00,2.958234e+00,7.929382e-02
3.022513e-01,2.583136e+00,4.536659e-01
3.423265e-01,1.555980e+00,6.118992e-01
2.455006e-01,6.499705e-01,8.637433e-01
6.818921e-01,2.433678e-01,8.600353e-01
1.414384e+00,2.919252e+00,4.908475e-02
9.407935e-01,1.061934e+00,3.593869e-01
1.476346e+00,2.744230e-01,5.936997e-01
1.529726e+00,2.760635e-01,6.867039e-01
8.069124e-01,6.624716e-02,9.968871e-01
8.529884e-01,7.686763e-01,5.766893e-01
1.575654e+00,2.843395e+00,3.211613e-02
1.302751e+00,1.303564e+00,1.797372e-01
8.643924e-01,1.179237e+00,3.170730e-01
9.716273e-01,2.822650e+00,1.144431e-01
1.683964e+00,2.842705e+00,-3.728035e-02
6.710493e-01,1.845376e+00,3.295879e-01
1.969517e+00,2.859629e+00,3.241035e-02
1.449854e+00,1.092984e+00,2.063566e-01
1.544584e+00,2.558755e+00,2.330299e-03
1.875726e-01,8.155219e-01,8.676331e-01
2.387847e-01,1.110482e+00,7.813690e-01
1.882181e+00,1.593996e+00,5.556040e-02
1.245418e+00,7.552710e-01,4.000266e-01
1.556332e+00,2.283266e-02,1.004269e+00
1.754208e+00,9.396704e-01,1.655277e-01
4.890457e-01,8.768753e-01,6.534947e-01
6.548762e-01,1.240000e+00,4.618537e-01
5.485772e-01,1.694568e+00,4.090988e-01
9.260322e-01,2.529282e+00,1.097590e-01
9.734485e-01,7.105233e-01,4.810335e-01
1.546097e+00,2.161277e+00,5.736706e-02
1.035280e+00,2.617603e+00,4.543165e-02
6.091507e-01,5.523923e-03,1.032572e+00
1.565899e+00,1.839853e+00,1.789906e-02
1.248758e+00,1.320811e+00,1.917212e-01
1.695797e+00,4.586316e-01,4.375445e-01
1.774858e+00,6.652422e-01,3.162394e-01
1.692632e+00,9.239972e-01,2.637983e-01
3.980410e-01,2.623028e+00,3.616754e-01
1.197859e+00,2.392916e+00,2.771276e-02
6.396291e-01,3.493176e-01,8.037242e-01
1.878701e+00,2.444298e+00,2.210164e-03
7.439912e-01,6.765595e-01,5.454844e-01
1.974327e+00,2.551482e+00,-6.988954e-03
8.002805e-01,2.025819e+00,1.524805e-01
1.988463e+00,2.841445e-01,5.690407e-01
1.976316e+00,3.764479e-01,4.983117e-01
1.150480e+00,6.402549e-01,5.000495e-01
1.913554e+00,1.331379e+00,5.286499e-02
1.885019e+00,4.163292e-01,5.133131e-01
1.986885e+00,2.574150e+00,-2.273291e-02
1.297856e-01,7.020565e-01,9.097771e-01
8.810788e-01,2.896572e+00,9.409449e-02
1.065206e+00,1.851868e+00,1.389081e-01
1.969772e+00,8.472742e-01,1.525043e-01
8.528742e-01,1.997295e+00,1.700787e-01
1.035773e+00,6.645916e-01,5.043573e-01
4.598899e-01,4.507243e-01,8.593522e-01
5.762702e-01,8.407975e-01,5.851869e-01
1.119321e+00,2.564030e+00,3.940847e-02
8.632591e-01,2.763359e+00,7.318268e-02
1.679995e+00,2.047485e+00,9.405358e-02
3.817368e-01,2.758062e-01,8.695798e-01
1.426226e+00,2.267479e-01,7.075677e-01
1.819582e+00,1.180160e+00,1.200795e-01
1.224274e+00,2.161572e+00,4.216054e-02
1.431213e-01,1.832882e+00,7.357677e-01
5.833911e-01,1.351586e+00,4.250303e-01
2.852188e-01,2.727981e+00,4.438421e-01
1.680868e+00,2.045351e+00,-1.513131e-02
1.824385e-01,1.152310e+00,8.227761e-01
3.880380e-01,2.495491e+00,4.008583e-01
6.357240e-01,1.737485e+00,3.115541e-01
1.014163e+00,2.631425e+00,8.679430e-02
2.366527e-01,6.158979e-01,8.508069e-01
2.695213e-01,2.099468e+00,5.530312e-01
6.751123e-01,2.678265e+00,1.277974e-01
9.266507e-01,1.091866e+00,3.367921e-01
1.316689e+00,2.940850e+00,1.939240e-03
4.273735e-01,2.030570e+00,4.391609e-01
1.159046e+00,2.533260e+00,8.674471e-02
9.941272e-01,1.382374e+00,2.957701e-01
1.232373e-01,2.998400e-01,9.208555e-01
1.422790e+00,2.668076e+00,5.829212e-02
1.591685e+00,2.958985e+00,2.896913e-02
1.351182e+00,1.725221e+00,1.365084e-01
1.296470e+00,1.132317e+00,1.927935e-01
1.691782e+00,1.974696e+00,1.056273e-02
9.358386e-01,1.686443e+00,2.152973e-01
9.561563e-01,2.782647e+00,7.350012e-02
6.080423e-01,1.155767e+00,4.866889e-01
1.048686e+00,2.582625e+00,1.061847e-01
1.769660e-01,6.186814e-01,9.381207e-01
8.338731e-01,1.580938e-01,8.752706e-01
1.148739e+00,1.057024e+00,2.627086e-01
9.767782e-01,1.143791e+00,3.034176e-01
1.840116e+00,5.819727e-01,3.495846e-01
3.453337e-01,2.857480e+00,4.121231e-01
1.489297e+00,7.890342e-01,2.766279e-01
6.734400e-01,2.399117e-01,8.290458e-01
1.427986e+00,2.699226e+00,-3.678224e-02
1.189595e+00,1.505526e+00,2.046494e-01
1.866893e+00,2.225639e+00,-1.969639e-02
2.853212e-01,8.740008e-01,7.583788e-01
7.833695e-01,9.577073e-01,4.574856e-01
1.846845e+00,2.922440e+00,-6.704144e-02
1.055407e+00,8.141662e-01,4.386295e-01
2.964348e-01,2.079115e+00,5.479678e-01
7.601960e-01,2.425769e+00,1.846217e-01
1.405470e+00,1.707381e+00,5.400495e-02
1.511718e+00,6.804161e-01,3.890878e-01
1.066839e+00,2.124235e+00,8.620919e-02
1.579364e-01,1.837980e+00,7.658852e-01
1.860052e+00,1.940064e-01,7.075599e-01
5.060939e-01,2.257001e+00,2.609846e-01
1.346600e+00,1.155700e+00,1.819128e-01
8.463359e-01,1.559402e+00,2.680430e-01
1.857311e+00,5.033592e-01,3.752087e-01
1.467968e+00,2.348101e+00,2.995278e-02
6.472956e-01,1.056900e+00,4.879328e-01
3.389614e-01,2.222442e+00,4.923901e-01
1.193239e+00,2.781982e+00,8.823702e-02
1.339827e-01,7.899209e-01,8.635610e-01
6.749633e-01,8.029191e-01,6.165601e-01
1.374727e+00,1.364848e-01,8.368092e-01
3.260595e-01,2.392490e+00,4.512694e-01
1.801970e+00,9.330999e-01,2.162993e-01
1.873942e+00,2.173227e-01,6.650707e-01
1.804961e-01,1.834182e-01,9.854846e-01
1.087616e+00,2.309956e+00,7.211129e-02
9.464531e-01,2.961638e+00,9.072511e-02
1.215998e+00,3.512965e-01,6.457020e-01
1.550918e+00,2.407878e+00,9.366026e-05
3.215026e-01,1.012763e+00,7.327174e-01
1.182117e+00,1.940566e+00,3.539992e-02
1.802527e+00,2.683060e+00,3.524988e-04
1.296378e+00,1.107404e+00,2.775197e-01
7.947369e-01,1.112387e+00,3.980954e-01
